"participant","analysed","case_id","ai_condition","block","voice","position","initial_pick","initial_confidence","final_pick","final_confidence","confidence_shift","pick_changed","initial_decision_ms","final_decision_ms","visibility_lost","audio_file","age","gender","exp_symptom_checkers","exp_voice_ai"
"P35",1,"case-helga-alterswarzen","confirm",2,"machine",4,"B",5,"B",6,1,0,3199,1484,0,"/audio/case-helga-alterswarzen/machine/B.mp3","18–24","männlich",2,4
"P36",1,"case-martin-bronchitis","refute",1,"machine",1,"A",4,"A",3,-1,0,13947,12737,0,"/audio/case-martin-bronchitis/machine/B.mp3","18–24","weiblich",2,3
"P36",1,"case-helga-alterswarzen","confirm",1,"machine",2,"A",5,"A",6,1,0,4869,2177,0,"/audio/case-helga-alterswarzen/machine/A.mp3","18–24","weiblich",2,3
"P36",1,"case-jonas-trommelfellriss","refute",1,"machine",3,"B",4,"B",2,-2,0,6404,4985,0,"/audio/case-jonas-trommelfellriss/machine/C.mp3","18–24","weiblich",2,3
"P36",1,"case-lea-streptokokken","confirm",1,"machine",4,"C",3,"C",4,1,0,6770,2328,0,"/audio/case-lea-streptokokken/machine/C.mp3","18–24","weiblich",2,3
"P36",1,"case-markus-bandscheibe","refute",2,"anthropomorphic",1,"B",4,"B",1,-3,0,3827,27826,0,"/audio/case-markus-bandscheibe/anthropomorphic/C.mp3","18–24","weiblich",2,3
"P36",1,"case-nina-bindehaut","confirm",2,"anthropomorphic",2,"A",2,"A",5,3,0,11173,3426,0,"/audio/case-nina-bindehaut/anthropomorphic/A.mp3","18–24","weiblich",2,3
"P36",1,"case-anna-erkaeltung","confirm",2,"anthropomorphic",3,"A",5,"A",5,0,0,7301,2707,0,"/audio/case-anna-erkaeltung/anthropomorphic/A.mp3","18–24","weiblich",2,3
"P36",1,"case-paul-ekzem","refute",2,"anthropomorphic",4,"A",5,"A",4,-1,0,6889,1789,0,"/audio/case-paul-ekzem/anthropomorphic/C.mp3","18–24","weiblich",2,3
"P37",1,"case-tomas-blase","confirm",1,"machine",1,"B",3,"B",7,4,0,3386,2152,0,"/audio/case-tomas-blase/machine/B.mp3","18–24","weiblich",5,2
"P37",1,"case-markus-bandscheibe","refute",1,"machine",2,"A",5,"C",3,-2,1,3933,5485,0,"/audio/case-markus-bandscheibe/machine/C.mp3","18–24","weiblich",5,2
"P37",1,"case-sophie-lungenentzuendung","refute",1,"machine",3,"A",4,"C",7,3,1,3820,2234,0,"/audio/case-sophie-lungenentzuendung/machine/C.mp3","18–24","weiblich",5,2
"P37",1,"case-martin-bronchitis","confirm",1,"machine",4,"A",3,"A",7,4,0,6569,1402,0,"/audio/case-martin-bronchitis/machine/A.mp3","18–24","weiblich",5,2
"P37",1,"case-daniel-belastungsreaktion","confirm",2,"anthropomorphic",1,"B",3,"B",7,4,0,4687,1536,0,"/audio/case-daniel-belastungsreaktion/anthropomorphic/B.mp3","18–24","weiblich",5,2
"P37",1,"case-anna-erkaeltung","refute",2,"anthropomorphic",2,"B",4,"C",7,3,1,3199,4684,0,"/audio/case-anna-erkaeltung/anthropomorphic/C.mp3","18–24","weiblich",5,2
"P37",1,"case-nina-bindehaut","refute",2,"anthropomorphic",3,"A",5,"C",7,2,1,9152,10019,0,"/audio/case-nina-bindehaut/anthropomorphic/C.mp3","18–24","weiblich",5,2
"P37",1,"case-paul-ekzem","confirm",2,"anthropomorphic",4,"A",4,"A",7,3,0,6332,1767,0,"/audio/case-paul-ekzem/anthropomorphic/A.mp3","18–24","weiblich",5,2
"P38",1,"case-lea-streptokokken","confirm",1,"anthropomorphic",1,"B",1,"B",7,6,0,10737,2100,0,"/audio/case-lea-streptokokken/anthropomorphic/B.mp3","18–24","männlich",7,3
"P38",1,"case-jonas-trommelfellriss","refute",1,"anthropomorphic",2,"B",3,"C",7,4,1,3968,1451,0,"/audio/case-jonas-trommelfellriss/anthropomorphic/C.mp3","18–24","männlich",7,3
"P38",1,"case-markus-bandscheibe","refute",1,"anthropomorphic",3,"A",2,"C",7,5,1,5085,1668,0,"/audio/case-markus-bandscheibe/anthropomorphic/C.mp3","18–24","männlich",7,3
"P38",1,"case-sophie-lungenentzuendung","confirm",1,"anthropomorphic",4,"C",2,"C",7,5,0,3637,1847,0,"/audio/case-sophie-lungenentzuendung/anthropomorphic/C.mp3","18–24","männlich",7,3
"P38",1,"case-tomas-blase","refute",2,"machine",1,"A",1,"C",7,6,1,8784,2083,0,"/audio/case-tomas-blase/machine/C.mp3","18–24","männlich",7,3
"P38",1,"case-daniel-belastungsreaktion","confirm",2,"machine",2,"B",1,"B",7,6,0,8969,2217,0,"/audio/case-daniel-belastungsreaktion/machine/B.mp3","18–24","männlich",7,3
"P38",1,"case-nina-bindehaut","confirm",2,"machine",3,"A",2,"A",7,5,0,7170,1270,0,"/audio/case-nina-bindehaut/machine/A.mp3","18–24","männlich",7,3
"P38",1,"case-anna-erkaeltung","refute",2,"machine",4,"C",1,"B",7,6,1,8554,1918,0,"/audio/case-anna-erkaeltung/machine/B.mp3","18–24","männlich",7,3
"P39",1,"case-sophie-lungenentzuendung","refute",1,"machine",1,"B",2,"A",2,0,1,7762,5709,0,"/audio/case-sophie-lungenentzuendung/machine/C.mp3","35–44","weiblich",1,2
"P39",1,"case-anna-erkaeltung","confirm",1,"machine",2,"C",3,"C",3,0,0,2601,2289,0,"/audio/case-anna-erkaeltung/machine/C.mp3","35–44","weiblich",1,2
"P39",1,"case-markus-bandscheibe","confirm",1,"machine",3,"A",4,"A",6,2,0,6039,2120,0,"/audio/case-markus-bandscheibe/machine/A.mp3","35–44","weiblich",1,2
"P39",1,"case-tim-karies","refute",1,"machine",4,"C",1,"A",7,6,1,2629,3770,0,"/audio/case-tim-karies/machine/A.mp3","35–44","weiblich",1,2
"P39",1,"case-lea-streptokokken","confirm",2,"anthropomorphic",1,"A",1,"A",4,3,0,3381,1618,0,"/audio/case-lea-streptokokken/anthropomorphic/A.mp3","35–44","weiblich",1,2
"P39",1,"case-tomas-blase","refute",2,"anthropomorphic",2,"C",2,"B",5,3,1,15828,3542,0,"/audio/case-tomas-blase/anthropomorphic/A.mp3","35–44","weiblich",1,2
"P39",1,"case-helga-alterswarzen","confirm",2,"anthropomorphic",3,"B",1,"B",1,0,0,3928,1766,0,"/audio/case-helga-alterswarzen/anthropomorphic/B.mp3","35–44","weiblich",1,2
"P39",1,"case-daniel-belastungsreaktion","refute",2,"anthropomorphic",4,"A",1,"B",3,2,1,2931,6356,0,"/audio/case-daniel-belastungsreaktion/anthropomorphic/B.mp3","35–44","weiblich",1,2
"P40",1,"case-daniel-belastungsreaktion","confirm",1,"machine",1,"A",6,"A",6,0,0,5560,2581,0,"/audio/case-daniel-belastungsreaktion/machine/A.mp3","25–34","männlich",3,1
"P40",1,"case-paul-ekzem","refute",1,"machine",2,"A",5,"A",4,-1,0,5762,4715,0,"/audio/case-paul-ekzem/machine/C.mp3","25–34","männlich",3,1
"P40",1,"case-helga-alterswarzen","confirm",1,"machine",3,"A",3,"A",3,0,0,6525,1300,0,"/audio/case-helga-alterswarzen/machine/A.mp3","25–34","männlich",3,1
"P40",1,"case-martin-bronchitis","refute",1,"machine",4,"A",4,"A",4,0,0,4770,1067,0,"/audio/case-martin-bronchitis/machine/B.mp3","25–34","männlich",3,1
"P40",1,"case-lea-streptokokken","refute",2,"anthropomorphic",1,"A",1,"C",1,0,1,6355,4924,0,"/audio/case-lea-streptokokken/anthropomorphic/C.mp3","25–34","männlich",3,1
"P40",1,"case-sophie-lungenentzuendung","refute",2,"anthropomorphic",2,"C",1,"A",1,0,1,2764,7397,0,"/audio/case-sophie-lungenentzuendung/anthropomorphic/A.mp3","25–34","männlich",3,1
"P40",1,"case-nina-bindehaut","confirm",2,"anthropomorphic",3,"C",2,"C",2,0,0,3486,1888,0,"/audio/case-nina-bindehaut/anthropomorphic/C.mp3","25–34","männlich",3,1
"P40",1,"case-anna-erkaeltung","confirm",2,"anthropomorphic",4,"A",2,"A",2,0,0,2911,1354,0,"/audio/case-anna-erkaeltung/anthropomorphic/A.mp3","25–34","männlich",3,1
"P41",1,"case-daniel-belastungsreaktion","refute",1,"machine",1,"A",5,"A",5,0,0,2718,2049,0,"/audio/case-daniel-belastungsreaktion/machine/B.mp3","18–24","männlich",4,4
"P41",1,"case-markus-bandscheibe","confirm",1,"machine",2,"A",7,"A",7,0,0,2549,2052,0,"/audio/case-markus-bandscheibe/machine/A.mp3","18–24","männlich",4,4
"P41",1,"case-paul-ekzem","refute",1,"machine",3,"C",5,"B",4,-1,1,3586,2015,0,"/audio/case-paul-ekzem/machine/B.mp3","18–24","männlich",4,4
"P41",1,"case-martin-bronchitis","confirm",1,"machine",4,"A",4,"A",7,3,0,2151,2601,0,"/audio/case-martin-bronchitis/machine/A.mp3","18–24","männlich",4,4
"P41",1,"case-helga-alterswarzen","refute",2,"anthropomorphic",1,"B",4,"B",4,0,0,2985,2018,0,"/audio/case-helga-alterswarzen/anthropomorphic/A.mp3","18–24","männlich",4,4
"P41",1,"case-tomas-blase","confirm",2,"anthropomorphic",2,"A",7,"A",7,0,0,2550,1785,0,"/audio/case-tomas-blase/anthropomorphic/A.mp3","18–24","männlich",4,4
"P41",1,"case-sophie-lungenentzuendung","refute",2,"anthropomorphic",3,"A",7,"C",5,-2,1,2082,2085,0,"/audio/case-sophie-lungenentzuendung/anthropomorphic/C.mp3","18–24","männlich",4,4
"P41",1,"case-jonas-trommelfellriss","confirm",2,"anthropomorphic",4,"B",7,"B",7,0,0,1571,1434,0,"/audio/case-jonas-trommelfellriss/anthropomorphic/B.mp3","18–24","männlich",4,4
"P42",1,"case-helga-alterswarzen","refute",1,"anthropomorphic",1,"B",6,"B",6,0,0,2150,2316,0,"/audio/case-helga-alterswarzen/anthropomorphic/C.mp3","18–24","männlich",3,3
"P42",1,"case-jonas-trommelfellriss","confirm",1,"anthropomorphic",2,"A",6,"A",7,1,0,2016,1832,0,"/audio/case-jonas-trommelfellriss/anthropomorphic/A.mp3","18–24","männlich",3,3
"P42",1,"case-paul-ekzem","confirm",1,"anthropomorphic",3,"B",5,"B",6,1,0,4611,1617,0,"/audio/case-paul-ekzem/anthropomorphic/B.mp3","18–24","männlich",3,3
"P42",1,"case-lea-streptokokken","refute",1,"anthropomorphic",4,"A",5,"A",5,0,0,3680,4462,0,"/audio/case-lea-streptokokken/anthropomorphic/C.mp3","18–24","männlich",3,3
"P42",1,"case-sophie-lungenentzuendung","confirm",2,"machine",1,"A",6,"A",6,0,0,4394,2400,0,"/audio/case-sophie-lungenentzuendung/machine/A.mp3","18–24","männlich",3,3
"P42",1,"case-tim-karies","confirm",2,"machine",2,"B",5,"B",6,1,0,7207,1962,0,"/audio/case-tim-karies/machine/B.mp3","18–24","männlich",3,3
"P42",1,"case-anna-erkaeltung","refute",2,"machine",3,"B",7,"B",7,0,0,1734,1834,0,"/audio/case-anna-erkaeltung/machine/C.mp3","18–24","männlich",3,3
"P42",1,"case-nina-bindehaut","refute",2,"machine",4,"A",5,"C",5,0,1,14063,7839,0,"/audio/case-nina-bindehaut/machine/C.mp3","18–24","männlich",3,3
"P43",1,"case-anna-erkaeltung","confirm",1,"machine",1,"B",4,"B",6,2,0,24111,2667,0,"/audio/case-anna-erkaeltung/machine/B.mp3","18–24","weiblich",1,7
"P43",1,"case-tomas-blase","confirm",1,"machine",2,"B",3,"B",4,1,0,11336,2208,0,"/audio/case-tomas-blase/machine/B.mp3","18–24","weiblich",1,7
"P43",1,"case-lea-streptokokken","refute",1,"machine",3,"A",4,"A",4,0,0,3965,1684,0,"/audio/case-lea-streptokokken/machine/B.mp3","18–24","weiblich",1,7
"P43",1,"case-helga-alterswarzen","refute",1,"machine",4,"A",4,"A",3,-1,0,4119,4024,0,"/audio/case-helga-alterswarzen/machine/B.mp3","18–24","weiblich",1,7
"P43",1,"case-markus-bandscheibe","confirm",2,"anthropomorphic",1,"A",3,"A",4,1,0,4556,1940,0,"/audio/case-markus-bandscheibe/anthropomorphic/A.mp3","18–24","weiblich",1,7
"P43",1,"case-tim-karies","confirm",2,"anthropomorphic",2,"B",4,"B",5,1,0,2954,1458,0,"/audio/case-tim-karies/anthropomorphic/B.mp3","18–24","weiblich",1,7
"P43",1,"case-daniel-belastungsreaktion","refute",2,"anthropomorphic",3,"B",5,"B",4,-1,0,3687,1275,0,"/audio/case-daniel-belastungsreaktion/anthropomorphic/C.mp3","18–24","weiblich",1,7
"P43",1,"case-nina-bindehaut","refute",2,"anthropomorphic",4,"A",3,"A",3,0,0,5092,5219,0,"/audio/case-nina-bindehaut/anthropomorphic/C.mp3","18–24","weiblich",1,7
"P44",1,"case-jonas-trommelfellriss","refute",1,"anthropomorphic",1,"C",5,"B",4,-1,1,8416,5883,0,"/audio/case-jonas-trommelfellriss/anthropomorphic/B.mp3","18–24","männlich",2,1
"P44",1,"case-nina-bindehaut","confirm",1,"anthropomorphic",2,"A",7,"A",7,0,0,6394,3034,0,"/audio/case-nina-bindehaut/anthropomorphic/A.mp3","18–24","männlich",2,1
"P44",1,"case-helga-alterswarzen","confirm",1,"anthropomorphic",3,"B",6,"B",6,0,0,11499,1691,0,"/audio/case-helga-alterswarzen/anthropomorphic/B.mp3","18–24","männlich",2,1
"P44",1,"case-tim-karies","refute",1,"anthropomorphic",4,"B",7,"B",7,0,0,16001,2323,0,"/audio/case-tim-karies/anthropomorphic/C.mp3","18–24","männlich",2,1
"P44",1,"case-tomas-blase","refute",2,"machine",1,"B",6,"B",6,0,0,6333,5536,0,"/audio/case-tomas-blase/machine/A.mp3","18–24","männlich",2,1
"P44",1,"case-anna-erkaeltung","refute",2,"machine",2,"B",6,"B",7,1,0,3546,3581,0,"/audio/case-anna-erkaeltung/machine/A.mp3","18–24","männlich",2,1
"P44",1,"case-sophie-lungenentzuendung","confirm",2,"machine",3,"B",5,"B",5,0,0,5668,2470,0,"/audio/case-sophie-lungenentzuendung/machine/B.mp3","18–24","männlich",2,1
"P44",1,"case-martin-bronchitis","confirm",2,"machine",4,"A",4,"A",4,0,0,5884,1247,0,"/audio/case-martin-bronchitis/machine/A.mp3","18–24","männlich",2,1
"P45",1,"case-helga-alterswarzen","confirm",1,"machine",1,"B",1,"B",3,2,0,4937,2121,0,"/audio/case-helga-alterswarzen/machine/B.mp3","18–24","männlich",1,4
"P45",1,"case-tim-karies","refute",1,"machine",2,"C",1,"C",2,1,0,4162,2736,0,"/audio/case-tim-karies/machine/A.mp3","18–24","männlich",1,4
"P45",1,"case-jonas-trommelfellriss","confirm",1,"machine",3,"C",5,"C",6,1,0,6129,1786,0,"/audio/case-jonas-trommelfellriss/machine/C.mp3","18–24","männlich",1,4
"P45",1,"case-lea-streptokokken","refute",1,"machine",4,"A",1,"A",1,0,0,6506,1575,0,"/audio/case-lea-streptokokken/machine/C.mp3","18–24","männlich",1,4
"P45",1,"case-anna-erkaeltung","refute",2,"anthropomorphic",1,"A",2,"A",1,-1,0,6456,3054,0,"/audio/case-anna-erkaeltung/anthropomorphic/B.mp3","18–24","männlich",1,4
"P45",1,"case-daniel-belastungsreaktion","confirm",2,"anthropomorphic",2,"B",4,"B",4,0,0,5778,1425,0,"/audio/case-daniel-belastungsreaktion/anthropomorphic/B.mp3","18–24","männlich",1,4
"P45",1,"case-nina-bindehaut","confirm",2,"anthropomorphic",3,"A",1,"A",1,0,0,11671,14749,0,"/audio/case-nina-bindehaut/anthropomorphic/A.mp3","18–24","männlich",1,4
"P45",1,"case-tomas-blase","refute",2,"anthropomorphic",4,"A",1,"A",1,0,0,3075,1274,0,"/audio/case-tomas-blase/anthropomorphic/C.mp3","18–24","männlich",1,4
"P46",1,"case-tomas-blase","refute",1,"machine",1,"B",4,"C",7,3,1,5410,4054,0,"/audio/case-tomas-blase/machine/C.mp3","18–24","männlich",7,7
"P46",1,"case-jonas-trommelfellriss","confirm",1,"machine",2,"B",5,"B",7,2,0,8242,1998,0,"/audio/case-jonas-trommelfellriss/machine/B.mp3","18–24","männlich",7,7
"P46",1,"case-sophie-lungenentzuendung","confirm",1,"machine",3,"C",6,"B",5,-1,1,15144,4604,0,"/audio/case-sophie-lungenentzuendung/machine/C.mp3","18–24","männlich",7,7
"P46",1,"case-daniel-belastungsreaktion","refute",1,"machine",4,"B",5,"B",5,0,0,3389,2290,0,"/audio/case-daniel-belastungsreaktion/machine/A.mp3","18–24","männlich",7,7
"P46",1,"case-tim-karies","refute",2,"anthropomorphic",1,"C",6,"B",7,1,1,3207,3400,0,"/audio/case-tim-karies/anthropomorphic/B.mp3","18–24","männlich",7,7
"P46",1,"case-nina-bindehaut","confirm",2,"anthropomorphic",2,"A",5,"A",7,2,0,6184,1621,0,"/audio/case-nina-bindehaut/anthropomorphic/A.mp3","18–24","männlich",7,7
"P46",1,"case-paul-ekzem","refute",2,"anthropomorphic",3,"B",3,"B",3,0,0,3284,2476,0,"/audio/case-paul-ekzem/anthropomorphic/A.mp3","18–24","männlich",7,7
"P46",1,"case-markus-bandscheibe","confirm",2,"anthropomorphic",4,"B",3,"B",7,4,0,4098,1534,0,"/audio/case-markus-bandscheibe/anthropomorphic/B.mp3","18–24","männlich",7,7
"P47",1,"case-tomas-blase","confirm",1,"machine",1,"A",6,"A",7,1,0,4710,1438,0,"/audio/case-tomas-blase/machine/A.mp3","35–44","weiblich",3,5
"P47",1,"case-tomas-blase","confirm",1,"machine",1,"A",7,"A",7,0,0,1773,1649,0,"/audio/case-tomas-blase/machine/A.mp3","35–44","weiblich",3,5
"P47",1,"case-tomas-blase","confirm",1,"machine",1,"A",7,"A",7,0,0,2060,1180,0,"/audio/case-tomas-blase/machine/A.mp3","35–44","weiblich",3,5
"P47",1,"case-jonas-trommelfellriss","refute",1,"machine",2,"C",7,"B",5,-2,1,2170,2336,0,"/audio/case-jonas-trommelfellriss/machine/B.mp3","35–44","weiblich",3,5
"P47",1,"case-tim-karies","confirm",1,"machine",3,"B",6,"B",6,0,0,3867,1469,0,"/audio/case-tim-karies/machine/B.mp3","35–44","weiblich",3,5
"P47",1,"case-helga-alterswarzen","refute",1,"machine",4,"A",7,"A",6,-1,0,3094,2315,0,"/audio/case-helga-alterswarzen/machine/B.mp3","35–44","weiblich",3,5
"P47",1,"case-martin-bronchitis","confirm",2,"anthropomorphic",1,"A",7,"A",7,0,0,3140,3045,0,"/audio/case-martin-bronchitis/anthropomorphic/A.mp3","35–44","weiblich",3,5
"P47",1,"case-lea-streptokokken","refute",2,"anthropomorphic",2,"C",7,"C",7,0,0,4159,2381,0,"/audio/case-lea-streptokokken/anthropomorphic/B.mp3","35–44","weiblich",3,5
"P47",1,"case-markus-bandscheibe","confirm",2,"anthropomorphic",3,"A",7,"A",7,0,0,3226,1470,0,"/audio/case-markus-bandscheibe/anthropomorphic/A.mp3","35–44","weiblich",3,5
"P47",1,"case-nina-bindehaut","refute",2,"anthropomorphic",4,"A",7,"A",7,0,0,5089,1633,0,"/audio/case-nina-bindehaut/anthropomorphic/B.mp3","35–44","weiblich",3,5
"P48",1,"case-lea-streptokokken","confirm",1,"anthropomorphic",1,"A",3,"A",3,0,0,5410,3909,0,"/audio/case-lea-streptokokken/anthropomorphic/A.mp3","18–24","weiblich",2,4
"P48",1,"case-tim-karies","refute",1,"anthropomorphic",2,"C",4,"A",3,-1,1,2681,1469,0,"/audio/case-tim-karies/anthropomorphic/A.mp3","18–24","weiblich",2,4
"P48",1,"case-martin-bronchitis","refute",1,"anthropomorphic",3,"B",2,"C",3,1,1,3331,2964,0,"/audio/case-martin-bronchitis/anthropomorphic/C.mp3","18–24","weiblich",2,4
"P48",1,"case-paul-ekzem","confirm",1,"anthropomorphic",4,"A",4,"A",4,0,0,2028,1919,1,"/audio/case-paul-ekzem/anthropomorphic/A.mp3","18–24","weiblich",2,4
"P48",1,"case-tomas-blase","refute",2,"machine",1,"A",5,"B",5,0,1,1594,2750,0,"/audio/case-tomas-blase/machine/B.mp3","18–24","weiblich",2,4
"P48",1,"case-tomas-blase","refute",2,"machine",1,"A",5,"B",6,1,1,1594,2750,0,"/audio/case-tomas-blase/machine/B.mp3","18–24","weiblich",2,4
"P48",1,"case-sophie-lungenentzuendung","confirm",2,"machine",2,"C",6,"C",6,0,0,2364,1868,0,"/audio/case-sophie-lungenentzuendung/machine/C.mp3","18–24","weiblich",2,4
"P48",1,"case-daniel-belastungsreaktion","refute",2,"machine",3,"A",5,"B",4,-1,1,4179,10500,0,"/audio/case-daniel-belastungsreaktion/machine/C.mp3","18–24","weiblich",2,4
"P48",1,"case-anna-erkaeltung","confirm",2,"machine",4,"C",3,"B",6,3,1,3513,5232,0,"/audio/case-anna-erkaeltung/machine/C.mp3","18–24","weiblich",2,4
"P49",1,"case-nina-bindehaut","refute",1,"anthropomorphic",1,"A",3,"A",3,0,0,2817,4368,0,"/audio/case-nina-bindehaut/anthropomorphic/C.mp3","18–24","männlich",5,3
"P49",1,"case-paul-ekzem","confirm",1,"anthropomorphic",2,"C",1,"C",2,1,0,3451,2135,0,"/audio/case-paul-ekzem/anthropomorphic/C.mp3","18–24","männlich",5,3
"P49",1,"case-helga-alterswarzen","refute",1,"anthropomorphic",3,"B",2,"C",3,1,1,3104,3052,0,"/audio/case-helga-alterswarzen/anthropomorphic/C.mp3","18–24","männlich",5,3
"P49",1,"case-lea-streptokokken","confirm",1,"anthropomorphic",4,"A",5,"A",6,1,0,3188,1785,0,"/audio/case-lea-streptokokken/anthropomorphic/A.mp3","18–24","männlich",5,3
"P49",1,"case-markus-bandscheibe","confirm",2,"machine",1,"B",3,"B",4,1,0,3833,2783,0,"/audio/case-markus-bandscheibe/machine/B.mp3","18–24","männlich",5,3
"P49",1,"case-sophie-lungenentzuendung","confirm",2,"machine",2,"A",6,"A",6,0,0,3036,1818,0,"/audio/case-sophie-lungenentzuendung/machine/A.mp3","18–24","männlich",5,3
"P49",1,"case-jonas-trommelfellriss","refute",2,"machine",3,"B",3,"C",2,-1,1,2634,1416,0,"/audio/case-jonas-trommelfellriss/machine/C.mp3","18–24","männlich",5,3
"P49",1,"case-daniel-belastungsreaktion","refute",2,"machine",4,"A",4,"A",2,-2,0,2502,6868,0,"/audio/case-daniel-belastungsreaktion/machine/B.mp3","18–24","männlich",5,3
"P50",1,"case-nina-bindehaut","refute",1,"machine",1,"A",3,"B",4,1,1,7892,1374,0,"/audio/case-nina-bindehaut/machine/B.mp3","25–34","weiblich",1,1
"P50",1,"case-helga-alterswarzen","confirm",1,"machine",2,"A",3,"A",4,1,0,21288,1836,0,"/audio/case-helga-alterswarzen/machine/A.mp3","25–34","weiblich",1,1
"P50",1,"case-markus-bandscheibe","refute",1,"machine",3,"B",1,"C",3,2,1,12959,2426,0,"/audio/case-markus-bandscheibe/machine/C.mp3","25–34","weiblich",1,1
"P50",1,"case-tomas-blase","confirm",1,"machine",4,"B",3,"B",4,1,0,5352,1635,0,"/audio/case-tomas-blase/machine/B.mp3","25–34","weiblich",1,1
"P50",1,"case-tim-karies","confirm",2,"anthropomorphic",1,"B",1,"B",2,1,0,4150,1542,0,"/audio/case-tim-karies/anthropomorphic/B.mp3","25–34","weiblich",1,1
"P50",1,"case-sophie-lungenentzuendung","refute",2,"anthropomorphic",2,"A",2,"B",2,0,1,3675,2291,0,"/audio/case-sophie-lungenentzuendung/anthropomorphic/B.mp3","25–34","weiblich",1,1
"P50",1,"case-anna-erkaeltung","confirm",2,"anthropomorphic",3,"B",2,"B",3,1,0,2773,1705,0,"/audio/case-anna-erkaeltung/anthropomorphic/B.mp3","25–34","weiblich",1,1
"P50",1,"case-daniel-belastungsreaktion","refute",2,"anthropomorphic",4,"A",2,"C",1,-1,1,4667,5817,0,"/audio/case-daniel-belastungsreaktion/anthropomorphic/C.mp3","25–34","weiblich",1,1
"P51",1,"case-lea-streptokokken","refute",1,"anthropomorphic",1,"A",5,"A",6,1,0,12233,3018,0,"/audio/case-lea-streptokokken/anthropomorphic/B.mp3","18–24","männlich",2,6
"P51",1,"case-helga-alterswarzen","confirm",1,"anthropomorphic",2,"C",5,"C",6,1,0,13701,2832,0,"/audio/case-helga-alterswarzen/anthropomorphic/C.mp3","18–24","männlich",2,6
"P51",1,"case-daniel-belastungsreaktion","refute",1,"anthropomorphic",3,"A",6,"A",6,0,0,10167,21198,0,"/audio/case-daniel-belastungsreaktion/anthropomorphic/B.mp3","18–24","männlich",2,6
"P51",1,"case-paul-ekzem","confirm",1,"anthropomorphic",4,"B",2,"B",5,3,0,16016,1865,0,"/audio/case-paul-ekzem/anthropomorphic/B.mp3","18–24","männlich",2,6
"P51",1,"case-jonas-trommelfellriss","confirm",2,"machine",1,"B",6,"B",6,0,0,3651,7668,0,"/audio/case-jonas-trommelfellriss/machine/B.mp3","18–24","männlich",2,6
"P51",1,"case-jonas-trommelfellriss","confirm",2,"machine",1,"B",6,"B",6,0,0,1898,1464,0,"/audio/case-jonas-trommelfellriss/machine/B.mp3","18–24","männlich",2,6
"P51",1,"case-anna-erkaeltung","confirm",2,"machine",2,"B",5,"B",5,0,0,2119,1204,0,"/audio/case-anna-erkaeltung/machine/B.mp3","18–24","männlich",2,6
"P51",1,"case-markus-bandscheibe","refute",2,"machine",3,"A",6,"A",6,0,0,3817,2084,0,"/audio/case-markus-bandscheibe/machine/C.mp3","18–24","männlich",2,6
"P51",1,"case-nina-bindehaut","refute",2,"machine",4,"A",6,"A",6,0,0,4632,2018,0,"/audio/case-nina-bindehaut/machine/C.mp3","18–24","männlich",2,6
"P52",1,"case-daniel-belastungsreaktion","refute",1,"anthropomorphic",1,"B",5,"B",5,0,0,22070,23580,0,"/audio/case-daniel-belastungsreaktion/anthropomorphic/A.mp3","18–24","männlich",1,2
"P52",1,"case-markus-bandscheibe","confirm",1,"anthropomorphic",2,"A",3,"A",4,1,0,20905,3658,0,"/audio/case-markus-bandscheibe/anthropomorphic/A.mp3","18–24","männlich",1,2
"P52",1,"case-helga-alterswarzen","confirm",1,"anthropomorphic",3,"A",4,"A",4,0,0,18008,2547,0,"/audio/case-helga-alterswarzen/anthropomorphic/A.mp3","18–24","männlich",1,2
"P52",1,"case-jonas-trommelfellriss","refute",1,"anthropomorphic",4,"C",4,"C",4,0,0,15567,4220,0,"/audio/case-jonas-trommelfellriss/anthropomorphic/A.mp3","18–24","männlich",1,2
"P52",1,"case-nina-bindehaut","refute",2,"machine",1,"B",3,"B",2,-1,0,28984,6895,0,"/audio/case-nina-bindehaut/machine/C.mp3","18–24","männlich",1,2
"P52",1,"case-martin-bronchitis","confirm",2,"machine",2,"A",6,"A",6,0,0,15743,3289,0,"/audio/case-martin-bronchitis/machine/A.mp3","18–24","männlich",1,2
"P52",1,"case-anna-erkaeltung","refute",2,"machine",3,"A",5,"C",3,-2,1,18526,46284,0,"/audio/case-anna-erkaeltung/machine/C.mp3","18–24","männlich",1,2
"P52",1,"case-sophie-lungenentzuendung","confirm",2,"machine",4,"A",4,"A",4,0,0,13263,2989,0,"/audio/case-sophie-lungenentzuendung/machine/A.mp3","18–24","männlich",1,2
"P53",1,"case-helga-alterswarzen","refute",1,"anthropomorphic",1,"A",4,"A",4,0,0,4652,2201,0,"/audio/case-helga-alterswarzen/anthropomorphic/C.mp3","25–34","männlich",1,2
"P53",1,"case-martin-bronchitis","refute",1,"anthropomorphic",2,"A",5,"A",5,0,0,4858,1792,0,"/audio/case-martin-bronchitis/anthropomorphic/C.mp3","25–34","männlich",1,2
"P53",1,"case-tomas-blase","confirm",1,"anthropomorphic",3,"A",5,"A",5,0,0,12394,1510,0,"/audio/case-tomas-blase/anthropomorphic/A.mp3","25–34","männlich",1,2
"P53",1,"case-tim-karies","confirm",1,"anthropomorphic",4,"C",4,"C",4,0,0,5099,1702,0,"/audio/case-tim-karies/anthropomorphic/C.mp3","25–34","männlich",1,2
