"participant","analysed","case_id","ai_condition","block","voice","position","initial_pick","initial_confidence","final_pick","final_confidence","confidence_shift","pick_changed","initial_decision_ms","final_decision_ms","visibility_lost","audio_file","age","gender","exp_symptom_checkers","exp_voice_ai"
"P18",1,"case-helga-alterswarzen","refute",1,"machine",3,"A",2,"C",2,0,1,10845,1547,0,"/audio/case-helga-alterswarzen/machine/C.mp3","18–24","divers",3,1
"P18",1,"case-paul-ekzem","confirm",1,"machine",4,"C",2,"C",3,1,0,3577,1281,0,"/audio/case-paul-ekzem/machine/C.mp3","18–24","divers",3,1
"P18",1,"case-anna-erkaeltung","refute",2,"anthropomorphic",1,"B",2,"B",2,0,0,2859,2018,0,"/audio/case-anna-erkaeltung/anthropomorphic/A.mp3","18–24","divers",3,1
"P18",1,"case-martin-bronchitis","confirm",2,"anthropomorphic",2,"A",3,"A",2,-1,0,3300,1819,0,"/audio/case-martin-bronchitis/anthropomorphic/A.mp3","18–24","divers",3,1
"P18",1,"case-markus-bandscheibe","confirm",2,"anthropomorphic",3,"A",2,"A",2,0,0,2423,1509,0,"/audio/case-markus-bandscheibe/anthropomorphic/A.mp3","18–24","divers",3,1
"P18",1,"case-tomas-blase","refute",2,"anthropomorphic",4,"A",3,"B",2,-1,1,2898,1463,0,"/audio/case-tomas-blase/anthropomorphic/B.mp3","18–24","divers",3,1
"P19",1,"case-paul-ekzem","refute",1,"anthropomorphic",1,"B",3,"A",3,0,1,24150,2709,0,"/audio/case-paul-ekzem/anthropomorphic/A.mp3","18–24","männlich",2,4
"P19",1,"case-sophie-lungenentzuendung","confirm",1,"anthropomorphic",2,"A",7,"A",7,0,0,12476,1550,0,"/audio/case-sophie-lungenentzuendung/anthropomorphic/A.mp3","18–24","männlich",2,4
"P19",1,"case-nina-bindehaut","confirm",1,"anthropomorphic",3,"A",4,"A",5,1,0,10111,4744,0,"/audio/case-nina-bindehaut/anthropomorphic/A.mp3","18–24","männlich",2,4
"P19",1,"case-martin-bronchitis","refute",1,"anthropomorphic",4,"A",7,"A",6,-1,0,2823,5543,0,"/audio/case-martin-bronchitis/anthropomorphic/C.mp3","18–24","männlich",2,4
"P19",1,"case-daniel-belastungsreaktion","confirm",2,"machine",1,"B",4,"B",5,1,0,5860,2816,0,"/audio/case-daniel-belastungsreaktion/machine/B.mp3","18–24","männlich",2,4
"P19",1,"case-jonas-trommelfellriss","refute",2,"machine",2,"B",6,"B",3,-3,0,2688,9059,0,"/audio/case-jonas-trommelfellriss/machine/A.mp3","18–24","männlich",2,4
"P19",1,"case-helga-alterswarzen","refute",2,"machine",3,"B",4,"B",2,-2,0,2567,10660,0,"/audio/case-helga-alterswarzen/machine/A.mp3","18–24","männlich",2,4
"P19",1,"case-tim-karies","confirm",2,"machine",4,"B",5,"B",6,1,0,4694,2234,0,"/audio/case-tim-karies/machine/B.mp3","18–24","männlich",2,4
"P20",0,"case-markus-bandscheibe","confirm",1,"machine",1,"A",6,"A",6,0,0,6162,4046,0,"/audio/case-markus-bandscheibe/machine/A.mp3","18–24","männlich",4,2
"P20",0,"case-markus-bandscheibe","confirm",1,"machine",1,"A",6,"A",6,0,0,6162,4046,0,"/audio/case-markus-bandscheibe/machine/A.mp3","18–24","männlich",4,2
"P20",0,"case-tim-karies","refute",1,"machine",2,"B",6,"B",6,0,0,4206,1696,0,"/audio/case-tim-karies/machine/C.mp3","18–24","männlich",4,2
"P20",0,"case-daniel-belastungsreaktion","refute",1,"machine",3,"B",6,"B",6,0,0,6524,1486,0,"/audio/case-daniel-belastungsreaktion/machine/C.mp3","18–24","männlich",4,2
"P20",0,"case-daniel-belastungsreaktion","refute",1,"machine",3,"B",6,"B",7,1,0,6524,1486,0,"/audio/case-daniel-belastungsreaktion/machine/C.mp3","18–24","männlich",4,2
"P20",0,"case-martin-bronchitis","confirm",1,"machine",4,"A",7,"A",7,0,0,2777,2914,0,"/audio/case-martin-bronchitis/machine/A.mp3","18–24","männlich",4,2
"P21",1,"case-lea-streptokokken","refute",1,"anthropomorphic",1,"C",6,"C",5,-1,0,5093,3623,0,"/audio/case-lea-streptokokken/anthropomorphic/B.mp3","45–54","weiblich",7,6
"P21",1,"case-tomas-blase","confirm",1,"anthropomorphic",2,"A",6,"A",7,1,0,1928,3441,0,"/audio/case-tomas-blase/anthropomorphic/A.mp3","45–54","weiblich",7,6
"P21",1,"case-markus-bandscheibe","confirm",1,"anthropomorphic",3,"A",6,"A",7,1,0,4852,1546,0,"/audio/case-markus-bandscheibe/anthropomorphic/A.mp3","45–54","weiblich",7,6
"P21",1,"case-paul-ekzem","refute",1,"anthropomorphic",4,"A",5,"B",6,1,1,8402,1531,0,"/audio/case-paul-ekzem/anthropomorphic/B.mp3","45–54","weiblich",7,6
"P21",1,"case-tim-karies","refute",2,"machine",1,"C",6,"B",6,0,1,10798,7275,0,"/audio/case-tim-karies/machine/A.mp3","45–54","weiblich",7,6
"P21",1,"case-daniel-belastungsreaktion","confirm",2,"machine",2,"B",6,"B",7,1,0,7285,2046,0,"/audio/case-daniel-belastungsreaktion/machine/B.mp3","45–54","weiblich",7,6
"P21",1,"case-helga-alterswarzen","confirm",2,"machine",3,"B",6,"B",7,1,0,5759,1208,0,"/audio/case-helga-alterswarzen/machine/B.mp3","45–54","weiblich",7,6
"P21",1,"case-nina-bindehaut","refute",2,"machine",4,"A",7,"A",6,-1,0,7114,4792,0,"/audio/case-nina-bindehaut/machine/C.mp3","45–54","weiblich",7,6
"P22",1,"case-paul-ekzem","refute",1,"machine",1,"A",7,"B",7,0,1,7192,1314,0,"/audio/case-paul-ekzem/machine/B.mp3","25–34","männlich",7,4
"P22",1,"case-tomas-blase","refute",1,"machine",2,"A",7,"B",7,0,1,3847,1752,0,"/audio/case-tomas-blase/machine/B.mp3","25–34","männlich",7,4
"P22",1,"case-nina-bindehaut","confirm",1,"machine",3,"A",7,"A",7,0,0,3331,1816,0,"/audio/case-nina-bindehaut/machine/A.mp3","25–34","männlich",7,4
"P22",1,"case-anna-erkaeltung","confirm",1,"machine",4,"A",4,"A",7,3,0,7408,1170,1,"/audio/case-anna-erkaeltung/machine/A.mp3","25–34","männlich",7,4
"P22",1,"case-tim-karies","refute",2,"anthropomorphic",1,"B",5,"A",7,2,1,4872,2265,0,"/audio/case-tim-karies/anthropomorphic/A.mp3","25–34","männlich",7,4
"P22",1,"case-tim-karies","refute",2,"anthropomorphic",1,"A",7,"A",7,0,0,1664,3163,0,"/audio/case-tim-karies/anthropomorphic/B.mp3","25–34","männlich",7,4
"P22",1,"case-markus-bandscheibe","confirm",2,"anthropomorphic",2,"A",7,"A",7,0,0,1700,1251,0,"/audio/case-markus-bandscheibe/anthropomorphic/A.mp3","25–34","männlich",7,4
"P22",1,"case-markus-bandscheibe","confirm",2,"anthropomorphic",2,"A",7,"A",7,0,0,1349,1283,0,"/audio/case-markus-bandscheibe/anthropomorphic/A.mp3","25–34","männlich",7,4
"P22",1,"case-sophie-lungenentzuendung","confirm",2,"anthropomorphic",3,"A",7,"A",7,0,0,4626,1184,0,"/audio/case-sophie-lungenentzuendung/anthropomorphic/A.mp3","25–34","männlich",7,4
"P22",1,"case-martin-bronchitis","refute",2,"anthropomorphic",4,"A",7,"B",2,-5,1,2846,2531,0,"/audio/case-martin-bronchitis/anthropomorphic/B.mp3","25–34","männlich",7,4
"P23",1,"case-daniel-belastungsreaktion","refute",1,"anthropomorphic",1,"A",6,"A",5,-1,0,7292,8264,0,"/audio/case-daniel-belastungsreaktion/anthropomorphic/C.mp3","45–54","männlich",2,2
"P23",1,"case-sophie-lungenentzuendung","confirm",1,"anthropomorphic",2,"C",6,"C",5,-1,0,6319,2484,0,"/audio/case-sophie-lungenentzuendung/anthropomorphic/C.mp3","45–54","männlich",2,2
"P23",1,"case-helga-alterswarzen","confirm",1,"anthropomorphic",3,"B",6,"B",5,-1,0,7792,1953,0,"/audio/case-helga-alterswarzen/anthropomorphic/B.mp3","45–54","männlich",2,2
"P23",1,"case-paul-ekzem","refute",1,"anthropomorphic",4,"C",6,"C",6,0,0,9394,1361,0,"/audio/case-paul-ekzem/anthropomorphic/A.mp3","45–54","männlich",2,2
"P23",1,"case-martin-bronchitis","refute",2,"machine",1,"A",6,"A",6,0,0,4692,1535,0,"/audio/case-martin-bronchitis/machine/B.mp3","45–54","männlich",2,2
"P23",1,"case-tomas-blase","refute",2,"machine",2,"B",6,"B",6,0,0,5928,1499,0,"/audio/case-tomas-blase/machine/A.mp3","45–54","männlich",2,2
"P23",1,"case-nina-bindehaut","confirm",2,"machine",3,"A",4,"A",4,0,0,15794,1810,0,"/audio/case-nina-bindehaut/machine/A.mp3","45–54","männlich",2,2
"P23",1,"case-anna-erkaeltung","confirm",2,"machine",4,"A",5,"A",6,1,0,6752,9569,0,"/audio/case-anna-erkaeltung/machine/A.mp3","45–54","männlich",2,2
"P24",1,"case-anna-erkaeltung","refute",1,"machine",1,"B",5,"B",5,0,0,2618,3708,0,"/audio/case-anna-erkaeltung/machine/A.mp3","25–34","männlich",5,3
"P24",1,"case-nina-bindehaut","refute",1,"machine",2,"A",3,"B",4,1,1,9694,3338,0,"/audio/case-nina-bindehaut/machine/B.mp3","25–34","männlich",5,3
"P24",1,"case-daniel-belastungsreaktion","confirm",1,"machine",3,"B",5,"B",6,1,0,3788,1890,0,"/audio/case-daniel-belastungsreaktion/machine/B.mp3","25–34","männlich",5,3
"P24",1,"case-jonas-trommelfellriss","confirm",1,"machine",4,"B",4,"B",5,1,0,3188,1656,0,"/audio/case-jonas-trommelfellriss/machine/B.mp3","25–34","männlich",5,3
"P24",1,"case-markus-bandscheibe","refute",2,"anthropomorphic",1,"C",4,"C",4,0,0,5375,5691,0,"/audio/case-markus-bandscheibe/anthropomorphic/A.mp3","25–34","männlich",5,3
"P24",1,"case-tim-karies","confirm",2,"anthropomorphic",2,"C",5,"C",6,1,0,3140,1619,0,"/audio/case-tim-karies/anthropomorphic/C.mp3","25–34","männlich",5,3
"P24",1,"case-lea-streptokokken","refute",2,"anthropomorphic",3,"A",4,"A",4,0,0,10426,1473,0,"/audio/case-lea-streptokokken/anthropomorphic/C.mp3","25–34","männlich",5,3
"P24",1,"case-helga-alterswarzen","confirm",2,"anthropomorphic",4,"C",5,"C",6,1,0,4276,1988,0,"/audio/case-helga-alterswarzen/anthropomorphic/C.mp3","25–34","männlich",5,3
"P25",1,"case-nina-bindehaut","refute",1,"machine",1,"A",4,"A",3,-1,0,9531,1403,0,"/audio/case-nina-bindehaut/machine/C.mp3","18–24","männlich",5,4
"P25",1,"case-paul-ekzem","confirm",1,"machine",2,"B",2,"B",4,2,0,9591,1602,0,"/audio/case-paul-ekzem/machine/B.mp3","18–24","männlich",5,4
"P25",1,"case-daniel-belastungsreaktion","refute",1,"machine",3,"B",5,"A",4,-1,1,6433,2269,0,"/audio/case-daniel-belastungsreaktion/machine/A.mp3","18–24","männlich",5,4
"P25",1,"case-sophie-lungenentzuendung","confirm",1,"machine",4,"C",4,"C",5,1,0,3741,2085,0,"/audio/case-sophie-lungenentzuendung/machine/C.mp3","18–24","männlich",5,4
"P25",1,"case-anna-erkaeltung","confirm",2,"anthropomorphic",1,"C",3,"C",4,1,0,4052,2019,0,"/audio/case-anna-erkaeltung/anthropomorphic/C.mp3","18–24","männlich",5,4
"P25",1,"case-tim-karies","refute",2,"anthropomorphic",2,"C",3,"C",2,-1,0,4104,4156,0,"/audio/case-tim-karies/anthropomorphic/A.mp3","18–24","männlich",5,4
"P25",1,"case-markus-bandscheibe","confirm",2,"anthropomorphic",3,"A",1,"A",3,2,0,6216,1165,0,"/audio/case-markus-bandscheibe/anthropomorphic/A.mp3","18–24","männlich",5,4
"P25",1,"case-helga-alterswarzen","refute",2,"anthropomorphic",4,"C",2,"C",3,1,0,4432,2387,0,"/audio/case-helga-alterswarzen/anthropomorphic/B.mp3","18–24","männlich",5,4
"P26",1,"case-markus-bandscheibe","confirm",1,"anthropomorphic",1,"A",5,"A",6,1,0,16800,3455,0,"/audio/case-markus-bandscheibe/anthropomorphic/A.mp3","25–34","männlich",5,1
"P26",1,"case-tim-karies","confirm",1,"anthropomorphic",2,"B",5,"B",7,2,0,5927,1566,0,"/audio/case-tim-karies/anthropomorphic/B.mp3","25–34","männlich",5,1
"P26",1,"case-helga-alterswarzen","refute",1,"anthropomorphic",3,"C",3,"C",3,0,0,15820,8885,0,"/audio/case-helga-alterswarzen/anthropomorphic/A.mp3","25–34","männlich",5,1
"P26",1,"case-daniel-belastungsreaktion","refute",1,"anthropomorphic",4,"B",5,"B",5,0,0,11151,3022,0,"/audio/case-daniel-belastungsreaktion/anthropomorphic/C.mp3","25–34","männlich",5,1
"P26",1,"case-tomas-blase","confirm",2,"machine",1,"A",5,"A",5,0,0,18706,4572,0,"/audio/case-tomas-blase/machine/A.mp3","25–34","männlich",5,1
"P26",1,"case-martin-bronchitis","confirm",2,"machine",2,"A",6,"A",6,0,0,5393,3055,0,"/audio/case-martin-bronchitis/machine/A.mp3","25–34","männlich",5,1
"P26",1,"case-sophie-lungenentzuendung","refute",2,"machine",3,"C",5,"C",5,0,0,4130,2883,0,"/audio/case-sophie-lungenentzuendung/machine/B.mp3","25–34","männlich",5,1
"P26",1,"case-paul-ekzem","refute",2,"machine",4,"B",4,"A",3,-1,1,12498,6575,0,"/audio/case-paul-ekzem/machine/A.mp3","25–34","männlich",5,1
"P27",1,"case-nina-bindehaut","refute",1,"anthropomorphic",1,"A",6,"B",3,-3,1,3782,6917,0,"/audio/case-nina-bindehaut/anthropomorphic/B.mp3","25–34","divers",7,2
"P27",1,"case-lea-streptokokken","refute",1,"anthropomorphic",2,"B",2,"A",5,3,1,4620,2234,0,"/audio/case-lea-streptokokken/anthropomorphic/A.mp3","25–34","divers",7,2
"P27",1,"case-tomas-blase","confirm",1,"anthropomorphic",3,"B",5,"B",7,2,0,3512,1752,0,"/audio/case-tomas-blase/anthropomorphic/B.mp3","25–34","divers",7,2
"P27",1,"case-paul-ekzem","confirm",1,"anthropomorphic",4,"A",4,"A",6,2,0,3046,1174,0,"/audio/case-paul-ekzem/anthropomorphic/A.mp3","25–34","divers",7,2
"P27",1,"case-anna-erkaeltung","confirm",2,"machine",1,"B",3,"B",5,2,0,4279,1653,0,"/audio/case-anna-erkaeltung/machine/B.mp3","25–34","divers",7,2
"P27",1,"case-helga-alterswarzen","refute",2,"machine",2,"B",5,"A",3,-2,1,2499,2934,0,"/audio/case-helga-alterswarzen/machine/A.mp3","25–34","divers",7,2
"P27",1,"case-daniel-belastungsreaktion","refute",2,"machine",3,"A",5,"A",3,-2,0,6917,2070,0,"/audio/case-daniel-belastungsreaktion/machine/B.mp3","25–34","divers",7,2
"P27",1,"case-sophie-lungenentzuendung","confirm",2,"machine",4,"B",3,"B",5,2,0,3422,6343,0,"/audio/case-sophie-lungenentzuendung/machine/B.mp3","25–34","divers",7,2
"P28",1,"case-jonas-trommelfellriss","confirm",1,"anthropomorphic",1,"C",5,"C",6,1,0,11113,2660,0,"/audio/case-jonas-trommelfellriss/anthropomorphic/C.mp3","25–34","männlich",5,5
"P28",1,"case-sophie-lungenentzuendung","refute",1,"anthropomorphic",2,"A",5,"C",6,1,1,5587,1749,0,"/audio/case-sophie-lungenentzuendung/anthropomorphic/C.mp3","25–34","männlich",5,5
"P28",1,"case-anna-erkaeltung","confirm",1,"anthropomorphic",3,"B",4,"B",6,2,0,4204,3444,0,"/audio/case-anna-erkaeltung/anthropomorphic/B.mp3","25–34","männlich",5,5
"P28",1,"case-nina-bindehaut","refute",1,"anthropomorphic",4,"A",4,"C",5,1,1,7177,4477,0,"/audio/case-nina-bindehaut/anthropomorphic/C.mp3","25–34","männlich",5,5
"P28",1,"case-tomas-blase","confirm",2,"machine",1,"A",5,"A",5,0,0,3917,1517,0,"/audio/case-tomas-blase/machine/A.mp3","25–34","männlich",5,5
"P28",1,"case-paul-ekzem","confirm",2,"machine",2,"A",5,"A",6,1,0,5785,1835,0,"/audio/case-paul-ekzem/machine/A.mp3","25–34","männlich",5,5
"P28",1,"case-tim-karies","refute",2,"machine",3,"B",4,"C",5,1,1,6731,2246,0,"/audio/case-tim-karies/machine/C.mp3","25–34","männlich",5,5
"P28",1,"case-markus-bandscheibe","refute",2,"machine",4,"B",4,"A",4,0,1,3088,4223,0,"/audio/case-markus-bandscheibe/machine/A.mp3","25–34","männlich",5,5
"P29",1,"case-paul-ekzem","confirm",1,"anthropomorphic",1,"B",4,"B",7,3,0,1150,2457,0,"/audio/case-paul-ekzem/anthropomorphic/B.mp3","55+","weiblich",2,2
"P29",1,"case-tomas-blase","refute",1,"anthropomorphic",2,"B",7,"B",7,0,0,2036,4852,0,"/audio/case-tomas-blase/anthropomorphic/C.mp3","55+","weiblich",2,2
"P29",1,"case-tomas-blase","refute",1,"anthropomorphic",2,"B",7,"B",6,-1,0,2036,4852,0,"/audio/case-tomas-blase/anthropomorphic/C.mp3","55+","weiblich",2,2
"P29",1,"case-daniel-belastungsreaktion","confirm",1,"anthropomorphic",3,"A",5,"A",7,2,0,6013,2422,0,"/audio/case-daniel-belastungsreaktion/anthropomorphic/A.mp3","55+","weiblich",2,2
"P29",1,"case-daniel-belastungsreaktion","confirm",1,"anthropomorphic",3,"A",7,"A",7,0,0,2800,6000,0,"/audio/case-daniel-belastungsreaktion/anthropomorphic/A.mp3","55+","weiblich",2,2
"P29",1,"case-tim-karies","refute",1,"anthropomorphic",4,"B",4,"B",5,1,0,11549,3932,0,"/audio/case-tim-karies/anthropomorphic/C.mp3","55+","weiblich",2,2
"P29",1,"case-tim-karies","refute",1,"anthropomorphic",4,"B",4,"B",4,0,0,11549,3932,0,"/audio/case-tim-karies/anthropomorphic/C.mp3","55+","weiblich",2,2
"P29",1,"case-nina-bindehaut","confirm",2,"machine",1,"A",4,"A",6,2,0,10656,2354,0,"/audio/case-nina-bindehaut/machine/A.mp3","55+","weiblich",2,2
"P29",1,"case-nina-bindehaut","confirm",2,"machine",1,"A",6,"A",6,0,0,3312,2096,0,"/audio/case-nina-bindehaut/machine/A.mp3","55+","weiblich",2,2
"P29",1,"case-nina-bindehaut","confirm",2,"machine",1,"A",6,"A",6,0,0,2062,1552,0,"/audio/case-nina-bindehaut/machine/A.mp3","55+","weiblich",2,2
"P29",1,"case-lea-streptokokken","refute",2,"machine",2,"A",6,"A",6,0,0,42308,1750,0,"/audio/case-lea-streptokokken/machine/C.mp3","55+","weiblich",2,2
"P29",1,"case-lea-streptokokken","refute",2,"machine",2,"A",6,"A",5,-1,0,42308,1750,0,"/audio/case-lea-streptokokken/machine/C.mp3","55+","weiblich",2,2
"P29",1,"case-lea-streptokokken","refute",2,"machine",2,"A",6,"A",6,0,0,42308,1750,0,"/audio/case-lea-streptokokken/machine/C.mp3","55+","weiblich",2,2
"P29",1,"case-lea-streptokokken","refute",2,"machine",2,"A",6,"A",6,0,0,1186,2562,0,"/audio/case-lea-streptokokken/machine/C.mp3","55+","weiblich",2,2
"P29",1,"case-sophie-lungenentzuendung","confirm",2,"machine",3,"C",5,"C",6,1,0,1374,2144,0,"/audio/case-sophie-lungenentzuendung/machine/C.mp3","55+","weiblich",2,2
"P29",1,"case-sophie-lungenentzuendung","confirm",2,"machine",3,"C",5,"C",6,1,0,1374,2144,0,"/audio/case-sophie-lungenentzuendung/machine/C.mp3","55+","weiblich",2,2
"P29",1,"case-anna-erkaeltung","refute",2,"machine",4,"A",5,"B",6,1,1,5748,5947,0,"/audio/case-anna-erkaeltung/machine/B.mp3","55+","weiblich",2,2
"P29",1,"case-anna-erkaeltung","refute",2,"machine",4,"A",5,"B",5,0,1,5748,5947,0,"/audio/case-anna-erkaeltung/machine/B.mp3","55+","weiblich",2,2
"P30",0,"case-daniel-belastungsreaktion","refute",1,"anthropomorphic",1,"A",3,"A",5,2,0,1274,1190,0,"/audio/case-daniel-belastungsreaktion/anthropomorphic/C.mp3","18–24","männlich",3,6
"P30",0,"case-tomas-blase","refute",1,"anthropomorphic",2,"B",3,"A",5,2,1,1141,1184,0,"/audio/case-tomas-blase/anthropomorphic/C.mp3","18–24","männlich",3,6
"P30",0,"case-jonas-trommelfellriss","confirm",1,"anthropomorphic",3,"B",3,"A",4,1,1,1573,1118,0,"/audio/case-jonas-trommelfellriss/anthropomorphic/B.mp3","18–24","männlich",3,6
"P31",1,"case-paul-ekzem","confirm",1,"machine",1,"A",5,"A",6,1,0,28296,2735,0,"/audio/case-paul-ekzem/machine/A.mp3","18–24","männlich",3,4
"P31",1,"case-tomas-blase","refute",1,"machine",2,"B",6,"B",5,-1,0,5338,6334,0,"/audio/case-tomas-blase/machine/C.mp3","18–24","männlich",3,4
"P31",1,"case-sophie-lungenentzuendung","confirm",1,"machine",3,"A",3,"A",4,1,0,7476,4541,0,"/audio/case-sophie-lungenentzuendung/machine/A.mp3","18–24","männlich",3,4
"P31",1,"case-jonas-trommelfellriss","refute",1,"machine",4,"C",2,"C",2,0,0,12775,3949,0,"/audio/case-jonas-trommelfellriss/machine/B.mp3","18–24","männlich",3,4
"P31",1,"case-markus-bandscheibe","confirm",2,"anthropomorphic",1,"B",3,"B",4,1,0,14229,8448,0,"/audio/case-markus-bandscheibe/anthropomorphic/B.mp3","18–24","männlich",3,4
"P31",1,"case-daniel-belastungsreaktion","refute",2,"anthropomorphic",2,"A",4,"A",3,-1,0,9232,11524,0,"/audio/case-daniel-belastungsreaktion/anthropomorphic/C.mp3","18–24","männlich",3,4
"P31",1,"case-anna-erkaeltung","refute",2,"anthropomorphic",3,"B",5,"B",4,-1,0,4379,3619,0,"/audio/case-anna-erkaeltung/anthropomorphic/C.mp3","18–24","männlich",3,4
"P31",1,"case-martin-bronchitis","confirm",2,"anthropomorphic",4,"A",5,"A",6,1,0,8600,1699,0,"/audio/case-martin-bronchitis/anthropomorphic/A.mp3","18–24","männlich",3,4
"P32",1,"case-sophie-lungenentzuendung","confirm",1,"anthropomorphic",1,"A",5,"A",5,0,0,4280,1706,0,"/audio/case-sophie-lungenentzuendung/anthropomorphic/A.mp3","18–24","weiblich",7,4
"P32",1,"case-daniel-belastungsreaktion","refute",1,"anthropomorphic",2,"A",5,"A",5,0,0,2853,14874,0,"/audio/case-daniel-belastungsreaktion/anthropomorphic/B.mp3","18–24","weiblich",7,4
"P32",1,"case-martin-bronchitis","refute",1,"anthropomorphic",3,"A",5,"B",5,0,1,7297,2607,0,"/audio/case-martin-bronchitis/anthropomorphic/C.mp3","18–24","weiblich",7,4
"P32",1,"case-helga-alterswarzen","confirm",1,"anthropomorphic",4,"B",3,"B",4,1,0,12459,1135,0,"/audio/case-helga-alterswarzen/anthropomorphic/B.mp3","18–24","weiblich",7,4
"P32",1,"case-paul-ekzem","refute",2,"machine",1,"A",5,"A",5,0,0,2366,3267,0,"/audio/case-paul-ekzem/machine/B.mp3","18–24","weiblich",7,4
"P32",1,"case-nina-bindehaut","confirm",2,"machine",2,"A",5,"A",5,0,0,5327,2438,0,"/audio/case-nina-bindehaut/machine/A.mp3","18–24","weiblich",7,4
"P32",1,"case-tim-karies","refute",2,"machine",3,"B",5,"B",4,-1,0,3320,1964,0,"/audio/case-tim-karies/machine/A.mp3","18–24","weiblich",7,4
"P32",1,"case-anna-erkaeltung","confirm",2,"machine",4,"B",5,"B",5,0,0,2450,1382,0,"/audio/case-anna-erkaeltung/machine/B.mp3","18–24","weiblich",7,4
"P33",1,"case-tim-karies","refute",1,"machine",1,"C",5,"C",4,-1,0,4321,6490,0,"/audio/case-tim-karies/machine/A.mp3","18–24","männlich",4,5
"P33",1,"case-helga-alterswarzen","refute",1,"machine",2,"C",5,"C",3,-2,0,13496,7790,0,"/audio/case-helga-alterswarzen/machine/B.mp3","18–24","männlich",4,5
"P33",1,"case-jonas-trommelfellriss","confirm",1,"machine",3,"B",7,"B",7,0,0,2023,1283,0,"/audio/case-jonas-trommelfellriss/machine/B.mp3","18–24","männlich",4,5
"P33",1,"case-markus-bandscheibe","confirm",1,"machine",4,"A",6,"A",7,1,0,2701,2049,0,"/audio/case-markus-bandscheibe/machine/A.mp3","18–24","männlich",4,5
"P33",1,"case-martin-bronchitis","refute",2,"anthropomorphic",1,"A",5,"C",4,-1,1,3866,7010,0,"/audio/case-martin-bronchitis/anthropomorphic/C.mp3","18–24","männlich",4,5
"P33",1,"case-lea-streptokokken","confirm",2,"anthropomorphic",2,"C",5,"C",5,0,0,5237,1943,0,"/audio/case-lea-streptokokken/anthropomorphic/C.mp3","18–24","männlich",4,5
"P33",1,"case-anna-erkaeltung","confirm",2,"anthropomorphic",3,"A",4,"A",5,1,0,7044,1808,0,"/audio/case-anna-erkaeltung/anthropomorphic/A.mp3","18–24","männlich",4,5
"P33",1,"case-daniel-belastungsreaktion","refute",2,"anthropomorphic",4,"B",6,"B",7,1,0,2132,1586,0,"/audio/case-daniel-belastungsreaktion/anthropomorphic/C.mp3","18–24","männlich",4,5
"P34",1,"case-anna-erkaeltung","confirm",1,"machine",1,"A",4,"A",5,1,0,6279,3242,0,"/audio/case-anna-erkaeltung/machine/A.mp3","45–54","weiblich",1,3
"P34",1,"case-lea-streptokokken","refute",1,"machine",2,"A",4,"B",4,0,1,5436,5532,0,"/audio/case-lea-streptokokken/machine/B.mp3","45–54","weiblich",1,3
"P34",1,"case-paul-ekzem","refute",1,"machine",3,"A",4,"B",4,0,1,5053,1546,0,"/audio/case-paul-ekzem/machine/B.mp3","45–54","weiblich",1,3
"P34",1,"case-tim-karies","confirm",1,"machine",4,"B",5,"B",5,0,0,4790,1658,0,"/audio/case-tim-karies/machine/B.mp3","45–54","weiblich",1,3
"P34",1,"case-martin-bronchitis","refute",2,"anthropomorphic",1,"A",4,"C",4,0,1,5537,2487,0,"/audio/case-martin-bronchitis/anthropomorphic/C.mp3","45–54","weiblich",1,3
"P34",1,"case-tomas-blase","confirm",2,"anthropomorphic",2,"B",4,"B",5,1,0,7862,1709,0,"/audio/case-tomas-blase/anthropomorphic/B.mp3","45–54","weiblich",1,3
"P34",1,"case-helga-alterswarzen","confirm",2,"anthropomorphic",3,"C",3,"C",3,0,0,13714,1918,0,"/audio/case-helga-alterswarzen/anthropomorphic/C.mp3","45–54","weiblich",1,3
"P34",1,"case-markus-bandscheibe","refute",2,"anthropomorphic",4,"A",3,"B",3,0,1,2920,2516,0,"/audio/case-markus-bandscheibe/anthropomorphic/B.mp3","45–54","weiblich",1,3
"P35",1,"case-anna-erkaeltung","confirm",1,"anthropomorphic",1,"B",5,"B",6,1,0,13799,2267,0,"/audio/case-anna-erkaeltung/anthropomorphic/B.mp3","18–24","männlich",2,4
"P35",1,"case-tomas-blase","refute",1,"anthropomorphic",2,"B",7,"B",7,0,0,5326,6048,0,"/audio/case-tomas-blase/anthropomorphic/C.mp3","18–24","männlich",2,4
"P35",1,"case-tim-karies","refute",1,"anthropomorphic",3,"A",5,"C",5,0,1,10417,2132,0,"/audio/case-tim-karies/anthropomorphic/C.mp3","18–24","männlich",2,4
"P35",1,"case-sophie-lungenentzuendung","confirm",1,"anthropomorphic",4,"C",3,"C",4,1,0,20740,3631,0,"/audio/case-sophie-lungenentzuendung/anthropomorphic/C.mp3","18–24","männlich",2,4
"P35",1,"case-nina-bindehaut","confirm",2,"machine",1,"A",5,"A",5,0,0,4562,2461,0,"/audio/case-nina-bindehaut/machine/A.mp3","18–24","männlich",2,4
"P35",1,"case-paul-ekzem","refute",2,"machine",2,"A",5,"A",6,1,0,3629,37050,0,"/audio/case-paul-ekzem/machine/B.mp3","18–24","männlich",2,4
"P35",1,"case-martin-bronchitis","refute",2,"machine",3,"A",6,"A",5,-1,0,2844,26181,0,"/audio/case-martin-bronchitis/machine/B.mp3","18–24","männlich",2,4
